/data/2016-08-11/NVDA-2016-08-11.mpp,58.51,63.25,105824,8.10117928559221
/data/2016-07-29/NVDA-2016-07-29.mpp,55.38,57.25,67448,3.3766702780787243
/data/2016-07-22/NVDA-2016-07-22.mpp,53.02,54.67,47763,3.1120331950207443
/data/2016-07-05/NVDA-2016-07-05.mpp,46.03,47.43,58266,3.0414946773843115
/data/2016-09-27/NVDA-2016-09-27.mpp,64.0,66.64,67824,4.125000000000001
/data/2016-02-19/NVDA-2016-02-19.mpp,29.65,30.71,72413,3.5750421585160277
/data/2016-07-08/NVDA-2016-07-08.mpp,49.22,51.1,78805,3.8195855343356415
/data/2016-09-19/NVDA-2016-09-19.mpp,62.84,65.26,64699,3.8510502864417595
/data/2016-06-24/NVDA-2016-06-24.mpp,45.3,47.36,111573,4.547461368653427
/data/2016-08-12/NVDA-2016-08-12.mpp,60.63,63.38,203720,4.535708395183902
/data/2016-02-22/NVDA-2016-02-22.mpp,30.44,31.87,68106,4.697766097240471
/data/2016-06-03/NVDA-2016-06-03.mpp,45.66,47.14,75319,3.2413491020587033
/data/2016-09-15/NVDA-2016-09-15.mpp,60.3501,62.76,84670,3.993199679867971
/data/2016-10-13/NVDA-2016-10-13.mpp,63.7,65.83,72380,3.3437990580847647
/data/2016-07-07/NVDA-2016-07-07.mpp,47.62,49.06,70132,3.023939521209586
/data/2016-09-09/NVDA-2016-09-09.mpp,59.0,62.31,124351,5.610169491525427
/data/2016-06-13/NVDA-2016-06-13.mpp,46.23,47.7,62655,3.179753406878663
/data/2016-09-01/NVDA-2016-09-01.mpp,61.32,63.38,72082,3.3594259621656923
