/data/2016-08-11/JCP-2016-08-11.mpp,9.15,10.23,113154,11.80327868852459
/data/2016-03-11/JCP-2016-03-11.mpp,11.16,11.71,43750,4.928315412186386
/data/2016-07-28/JCP-2016-07-28.mpp,9.125,9.5,42397,4.10958904109589
/data/2016-07-12/JCP-2016-07-12.mpp,8.525,8.8,41561,3.2258064516129075
/data/2016-10-17/JCP-2016-10-17.mpp,8.5,8.77,35183,3.176470588235289
/data/2016-08-18/JCP-2016-08-18.mpp,10.21,10.85,61672,6.268364348677754
/data/2016-07-21/JCP-2016-07-21.mpp,8.8,9.22,41172,4.772727272727272
/data/2016-10-03/JCP-2016-10-03.mpp,8.87,9.28,90806,4.622322435174748
/data/2016-07-06/JCP-2016-07-06.mpp,8.3,8.67,43957,4.457831325301195
/data/2016-09-06/JCP-2016-09-06.mpp,9.29,9.6,41424,3.3369214208826747
/data/2016-08-09/JCP-2016-08-09.mpp,9.181,9.55,39254,4.019170025051755
/data/2016-06-27/JCP-2016-06-27.mpp,8.01,8.51,56419,6.242197253433209
/data/2016-06-24/JCP-2016-06-24.mpp,8.15,8.53,46405,4.662576687116552
/data/2016-07-08/JCP-2016-07-08.mpp,8.385,8.67,38942,3.3989266547406096
/data/2016-02-19/JCP-2016-02-19.mpp,7.26,7.63,39327,5.096418732782371
/data/2016-06-28/JCP-2016-06-28.mpp,8.48,8.75,45814,3.1839622641509386
/data/2016-09-19/JCP-2016-09-19.mpp,10.08,10.46,36814,3.7698412698412773
/data/2016-08-12/JCP-2016-08-12.mpp,9.7,10.72,130250,10.51546391752579
/data/2016-10-19/JCP-2016-10-19.mpp,8.46,8.87,40370,4.846335697399507
/data/2016-07-05/JCP-2016-07-05.mpp,8.5,8.9,38147,4.70588235294118
/data/2016-06-23/JCP-2016-06-23.mpp,8.42,8.87,38768,5.344418052256524
/data/2016-09-07/JCP-2016-09-07.mpp,9.48,10.02,81778,5.69620253164556
/data/2016-05-20/JCP-2016-05-20.mpp,7.48,7.77,39353,3.8770053475935713
/data/2016-08-24/JCP-2016-08-24.mpp,9.81,10.21,38166,4.0774719673802275
/data/2016-06-15/JCP-2016-06-15.mpp,7.99,8.65,49141,8.260325406758449
/data/2016-06-02/JCP-2016-06-02.mpp,7.75,8.38,51056,8.129032258064527
/data/2016-09-08/JCP-2016-09-08.mpp,9.77,10.14,47512,3.787103377686807
/data/2016-02-22/JCP-2016-02-22.mpp,7.15,7.45,36474,4.195804195804193
/data/2016-09-02/JCP-2016-09-02.mpp,9.41,9.75,36287,3.613177470775769
/data/2016-08-02/JCP-2016-08-02.mpp,9.27,9.74,37092,5.070118662351679
/data/2016-08-10/JCP-2016-08-10.mpp,9.12,9.5455,46201,4.665570175438612
/data/2016-06-03/JCP-2016-06-03.mpp,8.25,8.5,38916,3.0303030303030303
/data/2016-09-15/JCP-2016-09-15.mpp,9.55,10.11,41019,5.863874345549725
/data/2016-10-13/JCP-2016-10-13.mpp,8.63,8.91,40109,3.244495944380062
/data/2016-09-13/JCP-2016-09-13.mpp,9.455,9.91,39912,4.812268640930725
/data/2016-08-03/JCP-2016-08-03.mpp,8.5,9.14,61887,7.5294117647058885
/data/2016-08-04/JCP-2016-08-04.mpp,8.93,9.3,41299,4.1433370660694395
/data/2016-09-09/JCP-2016-09-09.mpp,9.64,10.01,50140,3.838174273858913
/data/2016-09-01/JCP-2016-09-01.mpp,9.2191,9.61,44577,4.240110205985403
