/data/2016-03-11/PFE-2016-03-11.mpp,29.59,30.5061,148799,3.0959783710713085
/data/2016-07-14/PFE-2016-07-14.mpp,35.7352,36.96,89248,3.42743289529652
/data/2016-07-12/PFE-2016-07-12.mpp,35.05,36.3,71893,3.566333808844508
/data/2016-07-15/PFE-2016-07-15.mpp,32.199,37.19,85393,15.500481381409362
/data/2016-10-12/PFE-2016-10-12.mpp,32.94,34.3,64813,4.1287188828172425
/data/2016-07-18/PFE-2016-07-18.mpp,35.82,36.9901,60197,3.2666108319374594
/data/2016-07-05/PFE-2016-07-05.mpp,34.15,35.92,84605,5.183016105417286
/data/2016-06-02/PFE-2016-06-02.mpp,33.58,34.99,123570,4.198927933293638
/data/2016-06-23/PFE-2016-06-23.mpp,32.8,34.8,91812,6.097560975609757
/data/2016-08-02/PFE-2016-08-02.mpp,36.13,37.31,131191,3.265983946858565
/data/2016-10-06/PFE-2016-10-06.mpp,33.465,35.0739,64197,4.807709547288207
/data/2016-08-03/PFE-2016-08-03.mpp,35.06,36.19,142951,3.2230462065031245
