/data/2016-07-29/JBLU-2016-07-29.mpp,18.28,18.93,40842,3.5557986870897076
/data/2016-09-28/JBLU-2016-09-28.mpp,17.3,17.91,53754,3.5260115606936386
/data/2016-07-12/JBLU-2016-07-12.mpp,17.3,18.06,45908,4.393063583815017
/data/2016-06-28/JBLU-2016-06-28.mpp,15.33,15.8,41086,3.0658838878017
/data/2016-06-27/JBLU-2016-06-27.mpp,14.76,15.37,58730,4.132791327913275
/data/2016-09-06/JBLU-2016-09-06.mpp,15.77,16.31,35222,3.4242232086239643
/data/2016-10-12/JBLU-2016-10-12.mpp,17.71,18.4,43865,3.8961038961038827
/data/2016-07-21/JBLU-2016-07-21.mpp,17.3,17.85,42771,3.179190751445091
/data/2016-06-24/JBLU-2016-06-24.mpp,15.32,16.02,41113,4.569190600522188
/data/2016-06-10/JBLU-2016-06-10.mpp,17.68,18.35,41327,3.789592760181005
/data/2016-09-27/JBLU-2016-09-27.mpp,16.94,17.5,35603,3.3057851239669347
/data/2016-09-07/JBLU-2016-09-07.mpp,16.33,17.12,86616,4.8377219840784
/data/2016-10-13/JBLU-2016-10-13.mpp,17.32,18.27,43277,5.484988452655885
/data/2016-10-04/JBLU-2016-10-04.mpp,17.66,18.19,49613,3.0011325028312634
/data/2016-09-15/JBLU-2016-09-15.mpp,17.04,17.6,42296,3.286384976525835
/data/2016-08-02/JBLU-2016-08-02.mpp,15.5443,18.39,46348,18.307032159698416
/data/2016-07-13/JBLU-2016-07-13.mpp,18.15,18.8563,58186,3.8914600550964322
/data/2016-06-07/JBLU-2016-06-07.mpp,17.88,18.71,45682,4.642058165548109
/data/2016-06-13/JBLU-2016-06-13.mpp,17.3,17.9,35064,3.468208092485537
/data/2016-09-13/JBLU-2016-09-13.mpp,16.91,17.57,86935,3.9030159668835016
/data/2016-09-09/JBLU-2016-09-09.mpp,16.1,16.75,35526,4.037267080745332
